"Fund ID","Fund name","The fund",Website,"Investment name","Investment type","Start date","End date","Instrument currency","USD Amount","Project number",Sector,"Sub sector",Region,Country,Domicile,"Environmental and social risk","Our Investment","Environmental and social summary",What,"How Primary","How Secondary","Who Stakeholder 1","Who Geography 1","Who Characteristics 1","Who Stakeholder 2","Who Geography 2","Who Characteristics 2","Who Stakeholder 3","Who Geography 3","Who Characteristics 3",Scale,Depth/Duration,Gridscore,Contribution/Additionality,"Risk 1","Risk comment 1","Risk 2","Risk comment 2","Risk 3","Risk comment 3","Sustainable Development Goals","Impact Achieved","Impact Score","Expected impact","2X Gender Finance","2X Gender Finance Percentage","2X Sector","2X Country","Climate Finance status","Climate Finance Percentage","Climate Finance type","Climate Finance Total","Climate Finance Adaptation Enabling","Climate Finance Adaptation Adapted","Climate Finance Mitigation","Climate Finance Dual","Climate Finance Percentage Adaptation Enabling","Climate Finance Percentage Adaptation Adapted","Climate Finance Percentage Mitigation","Climate Finance Percentage Dual","Fossil Fuel or Renewable Exposure","Primary Energy type","Energy value chain","Entrepreneurship Founder","Entrepreneurship Founder threshold","Entrepreneurship Owner","Entrepreneurship Owner threshold","Leadership Board of Directors Investment Committee","Leadership Board of Directors Investment Committee threshold","Leadership Senior Management","Leadership Senior Management threshold",Employment,"Employment threshold","Indirect Portfolio","Indirect Portfolio threshold","Governance and accountability","Supply chain","Product and services","Product and services threshold","First disclosed date","Investment policy","Last updated",Status
F83,"Actis Africa Real Estate Fund 3","The Actis Africa Real Estate Fund 3 (ARE3) is the largest private real estate fund targeting sub-Saharan Africa raised in the market to date.  Its predecessor funds are ARE1 and ARE2. The latter, which closed in 2012, raised $278 million. CDC played an anchor role in both predecessor funds.",https://www.act.is/,"Investment 02",Fund,06/01/2016,,USD,15000000.0000,D57,"Construction and real estate",,"Africa, Central Africa, East Africa, North Africa, West Africa","Africa, Cameroon, Cote d'Ivoire, East Africa, Kenya, Morocco, Nigeria",England,,"In 2015, CDC committed $65m to ARE3, alongside the IFC and endowments from Africa, Asia, Europe and North America.  The fund has a total size of $506 million. Our investment will support residential, retail, office and industrial developments in the capitals of several sub-Saharan African markets.","The fund manager has a well-established approach to environmental and social management and we will continue to support and monitor its approach as the portfolio grows.",,,,,,,,,,,,,,,,,,,,,,,,,,"Rapid urbanisation and population growth are boosting the number of people in Africa's cities and driving the demand for real estate, both business and residential. Mixed-use developments have been able to help meet this demand. Our investment will enable the fund manager to support the development of real estate in Kenya, Nigeria, Ivory Coast, Cameroon, Mozambique, Zambia and Ghana. Actis has also created Garden City, a mixed-use urban development in the eastern suburbs of Nairobi, that incorporates office, residential and retail space. It has received LEED building certification for the retail and Green Star rating for the residential portion of the project. Actis also set up a vocational project, to train 120 unskilled workers from IFC of the World Bank Group.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F84,"Actis Africa Real Estate Fund LP","Pan-African Real Estate fund",https://www.act.is/,"Investment 01",Fund,24/07/2006,,USD,153914131.0000,D58,"Construction and real estate",,Africa,"Ghana, Kenya, Mauritius, Nigeria, Tanzania","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F86,"Actis ASEAN Fund LP","This fund is focused on Malaysia and Indonesia as core markets",https://www.act.is/,"Investment 01",Fund,21/07/2004,,USD,40000000.0000,D60,"Business and consumer services, Infrastructure, Manufacturing",,"Rest of the World","India, Indonesia, Malaysia, Thailand","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F86,"Actis ASEAN Fund LP","This fund is focused on Malaysia and Indonesia as core markets",https://www.act.is/,"Investment 02",Fund,14/08/2006,,USD,50000000.0000,D60,"Business and consumer services, Infrastructure, Manufacturing",,"Rest of the World","India, Indonesia, Malaysia, Thailand","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2469,"Actis Asia Real Estate 2 RX Co-Investment LP","Rx is a real estate platform sponsored by Actis which will develop, acquire and manage a portfolio of life sciences infrastructure assets in India.",https://www.act.is/,"Investment 01",Fund,27/02/2024,,USD,31500000.0000,D6196,"Construction and real estate",,"South Asia",India,India,Medium-High,"Through this fund, we are supporting the growth of the life sciences sector in India while also driving high environmental sustainability standards and climate change mitigation.  Our investment will support in building a platform of over 5m sq. ft. specialised green building space for use by life sciences firms. This investment is expected to create jobs for semi- and low-skilled workers. The investment is also eligible for 2X.","We have agreed on an ESAP focused on strengthening the E&S policies and framework at RX. We are also contributing to strengthening the existing RX ESG committee.","- Support innovation and industrialisation, particularly in the lifesciences space, through the development of specialised infrastructure (SDG 9.2) - Improve environmental sustainability through resource efficiency and climate mitigation (SDG13.A) - Create economic opportunities via employment (SDG8.5)","We are supporting the growth of the life sciences sector in India while driving high environmental sustainability standards and climate change mitigation, by financing the development of a pipeline of leasable, specialised, green buildings space for use by life sciences firms. This investment will also create jobs for semi- and low-skilled workers in maintaining and operating the facilities.","This investment will act as an economic enabler, by increasing life sciences firms' access to flexible, specialised space, enabling further research, development and manufacturing activity.",Customers,India,"The tenants are primarily expected to operate in the contract research, manufacturing, biotech and pharma spaces.",Planet,India,,Employees,India,"Expected to be a combination of semi-skilled staff (e.g. engineering, equipment maintenance, environmental, health and safety), and low-skilled staff (e.g. housekeeping). security).","Customers: The fund plans to develop over 5m sq. ft. of real estate space.","- Depth (customers): Tenants, in particular start ups, have noted the significant value in flexible access to specialised life sciences real estate space, enabling a rapid scaling up of their activity, supporting growth, while minimising the time and capital costs associated with acquiring/developing their own space. - Duration (customers): this investment is expected to increase the stock of real estate suitable for life sciences activity and therefore the impact is expected to be long term in nature. - Depth (planet): Our capital will support development to EDGE Advanced standards, representing 40% savings on energy, water and emissions against the local baseline. - Duration (planet): the impact is expected to be sustained over the lifetime of the assets.",,"We are the first investor in the platform apart from the sponsor, Actis. It has secured a commitment for the full project pipeline to be built to green buildings standards.","Evidence Risk","The fund is expected to have limited visibility into tenant's areas of research / manufacturing due to IP protection requirements, making it difficult to directly monitor the ultimate impact on firms' activity and end customers.","Execution Risk","This is a new subsector within the real estate space and the impact outlined is dependent on building a successful pipeline and securing tenant demand.",,,"Goal 8: Decent work and economic growth,Goal 9: Industry, innovation and infrastructure,Goal 13: Climate action",,8,,"Fully qualified",,,,"Partially qualified",,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Growth,01/06/2024,01/06/2025,Active
F90,"Actis China 3 LP","This is a Mid to Large Cap generalist fund investing in China",https://www.act.is/,"Investment 01",Fund,14/12/2007,,USD,100000000.0000,D64,"Business and consumer services, Education, Health",,"Rest of the World",China,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F92,"Actis China Fund 2 LP","This is a Mid to Large Cap fund investing in Greater China",https://www.act.is/,"Investment 01",Fund,17/12/2004,,USD,75000000.0000,D66,"Business and consumer services, Education, Food and agriculture, Infrastructure, Manufacturing, Technology and telecoms",,"Rest of the World",China,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F92,"Actis China Fund 2 LP","This is a Mid to Large Cap fund investing in Greater China",https://www.act.is/,"Investment 02",Fund,12/07/2005,,USD,25000000.0000,D66,"Business and consumer services, Education, Food and agriculture, Infrastructure, Manufacturing, Technology and telecoms",,"Rest of the World",China,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F95,"Actis Emerging Markets Fund 3 LP","Global large cap private equity fund",https://www.act.is/,"Investment 01",Fund,14/12/2007,,USD,200000000.0000,D69,"Business and consumer services, Education, Financial services, Health, Infrastructure, Manufacturing, Technology and telecoms",,"Rest of the World","Africa, Asia, Brazil, China, Democratic Republic of Congo, Egypt, Guatemala, India, Indonesia, South Africa","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F96,"Actis Energy 3C Sub-Feeder LP","The team has built the Actis Energy 3 (AE3) fund to invest in electricity generation and distribution businesses in Africa, Asia and Latin America.",https://www.act.is/,"Investment 01",Fund,19/09/2013,,USD,70000000.0000,D70,Infrastructure,,Africa,"Cameroon, India",Scotland,,"In 2014, CDC backed the AE3 fund with a $70 million commitment.  Our commitment helped Actis raise a total of $1.15 billion for AE3 and the fund has made investments of between $50 million and $150 million in both established and growing energy businesses.  Our capital is exclusively used for investment in projects in Africa and South Asia.","We worked closely with the fund manager to develop and implement an ESMS that has the capacity to manage the higher level of environmental and social risk associated with this sector.",,,,,,,,,,,,,,,,,,,,,,,,,,"Emerging markets such as Africa and Asia have seen a rapid rise in demand for electricity, but it remains a scarce commodity. Providing a reliable source of energy helps businesses to develop and grow, creates new and better jobs and improves the lives of millions of people.  Our investment in AE3 enabled the fund manager to make investments in Cameroon’s national grid and renewable energy projects across Africa and South Asia.   In 2014, the fund manager invested in Ostro, a renewable energy platform in India. Construction of the platform started the same year and by 2018 it was producing 800 megawatts (MW) of wind energy and 200MW of solar energy. In March 2018, Actis sold the company to ReNew Energy, creating India’s largest renewable energy company",,,,,,,,,,,,,,,,,Mixed,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F99,"Actis India 3 LP","This is a Mid to large cap fund generalist private equity fund investing in India",https://www.act.is/,"Investment 01",Fund,14/12/2007,,USD,100000000.0000,D74,"Financial services, Health, Manufacturing, Technology and telecoms",,"South Asia","India, Sri Lanka","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F100,"Actis India Fund 2 LP","This focuses on private equity growth investing in parallel with Actis South Asia Fund II but only in India",https://www.act.is/,"Investment 01",Fund,07/07/2004,,USD,150000000.0000,D75,"Business and consumer services, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing",,"South Asia",India,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F102,"Actis Infrastructure 2 LP","This is a global infrastructure fund",https://www.act.is/,"Investment 01",Fund,14/09/2007,,USD,750000000.0000,D77,Infrastructure,,"Rest of the World","Africa, Guatemala, India, Uganda","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F103,"Actis Latin America 3 LP","LatAm, large cap fund",https://www.act.is/,"Investment 01",Fund,12/07/2007,,USD,100000000.0000,D78,"Business and consumer services, Education, Financial services, Infrastructure, Manufacturing",,"Rest of the World","Brazil, Guatemala","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F107,"Actis South Asia Fund 2 LP","This is a private equity fund investing in South Asia",https://www.act.is/,"Investment 01",Fund,07/07/2004,,USD,100000000.0000,D81,"Business and consumer services, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing",,Asia,"India, Pakistan, Sri Lanka","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
