"Fund ID","Fund name","Company name","Company ID",Region,Country,Sector,Status,"Fossil fuel or renewable exposure","Start Date","End date"
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.","Axis Pay BV",C7134,"North Africa",Egypt,"Financial services",Active,,15/07/2021,
F122,"AFIG Fund II LP","Axis Pensions Group Limited",C6199,"West Africa",Ghana,"Financial services",Active,,22/03/2019,
F1115,"Seedfund2 International","Axis Room",C2399,"South Asia",India,"Business and consumer services",Active,,01/09/2013,
F381,"Cauris Croissance II","Axxend Corporation 2",C2400,Africa,"West Africa","Technology and telecoms",Active,,01/05/2013,
F2081,"Green Growth Feeder Fund Pte. Ltd","Ayana Renewable Power",C991,"South Asia",India,Infrastructure,Active,Renewable,31/03/2019,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Aye Finance Pvt Ltd",C8687,"South Asia",India,"Financial services",Active,,30/09/2022,
F2242,"Omnivore Agritech & Climate Sustainability Fund III","Ayekart Fintech Private Limited",C9509,"South Asia",India,"Food and agriculture",Active,,31/03/2024,
F381,"Cauris Croissance II","Azalai Hotels",C2401,Africa,"West Africa","Business and consumer services",Active,,28/12/2012,
F172,"AfricInvest III","Azalai Hotels",C2401,Africa,"West Africa","Business and consumer services",Active,,31/12/2016,
F2076,"Insitor Impact Asia Fund 2",Azaylla,C8053,"Rest of the World",Cambodia,"Food and agriculture",Active,,31/12/2022,
F139,"Africa Renewable Energy Fund",Azimuth,C2402,"West Africa",Ghana,Infrastructure,Exited,,30/06/2017,30/06/2023
F28,"Interact Climate Change Facility (ICCF)","Azito Energie SA",C2179,"West Africa","Cote d'Ivoire",Infrastructure,Active,"Fossil Fuel",06/03/2013,
F1959,"Mediterrania Capital III LP",Aziza,C6562,"North Africa",Tunisia,"Business and consumer services",Active,,08/06/2019,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Azuri Technologies Ltd",X0010,"East Africa",Kenya,Infrastructure,Active,,11/11/2021,
F151,"African Development Partners II",B-Tech,C2500,"North Africa",Egypt,"Business and consumer services",Exited,,30/06/2016,25/11/2022
F7,"Actis Africa Real Estate Fund 2 LP","Baía Mall",C2407,"East Africa",Mozambique,"Construction and real estate",Active,,02/05/2016,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Baía Mall",C2407,"East Africa",Mozambique,"Construction and real estate",Exited,,31/12/2018,31/12/2024
F536,"TRG Mezzanine Partners 3 (formerly Ethos Mezzanine Partners 3)","Balaji EPZ Limited",C9432,"East Africa",Kenya,Manufacturing,Active,,01/12/2023,
F2259,"Blume Ventures India Fund IV","Bambrew Plant Fiber Technology Pvt. Ltd",C9691,"South Asia",India,Manufacturing,Active,,12/02/2024,
F2097,"Accion Digital Transformation Fund","Banco Contactar S.A.",C10005,"Rest of the World",Colombia,"Financial services",Active,,07/11/2024,
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","Bangalore Elevated Private Limited",C2421,"South Asia",India,Infrastructure,Exited,,01/10/2016,30/06/2023
F978,"Omnivore Partners India Fund 2","Banger Tech Private Limited",C6200,"South Asia",India,"Business and consumer services",Active,,14/02/2018,
F2429,"Ninety One Africa Credit Opportunities Fund 3A","Bank of Georgia",C10126,"Rest of the World",Georgia,"Financial services",Active,,31/03/2025,
F349,"Capital Alliance Private Equity II Ltd (Cape II)","Bankers Warehouse",C2429,"West Africa",Nigeria,"Financial services",Active,,31/12/2010,
F350,"Capital Alliance Private Equity III (CAPE III)","Bankers Warehouse",C2429,"West Africa",Nigeria,"Financial services",Active,,31/12/2010,
F151,"African Development Partners II","Banque Atlantique (ABI)",C2381,"West Africa","Cote d'Ivoire","Financial services",Active,,19/12/2017,
F2069,"AfricInvest Fund IV","Banque Atlantique (ABI)",C2381,"West Africa","Cote d'Ivoire","Financial services",Active,,31/03/2023,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Baobab CI",C9817,"West Africa","Cote d'Ivoire","Financial services",Active,,30/06/2024,
F1070,"Regional Education Finance Fund for Africa","Baobab Mali",C9095,"West Africa",Mali,"Financial services",Active,,29/06/2023,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Baobab Mali",C9095,"West Africa",Mali,"Financial services",Active,,31/03/2024,
F1982,"Apis Growth Fund II LP","Baobab Payments GmbH (Peach Payments)",C9083,"Southern Africa","South Africa","Financial services",Active,,30/04/2023,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Baobab Plus",X0011,"West Africa",Senegal,Infrastructure,Active,,26/10/2022,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Barefoot Power Africa Limited",X0012,"East Africa",Kenya,Infrastructure,Active,,10/03/2022,
F1729,"Novastar Ventures Africa Fund II","BasiGo Inc.",C7674,"East Africa",Kenya,Infrastructure,Active,,10/02/2022,
F2043,"SDG Outcomes Fund","School For Life",C9959,"Southern Africa",Botswana,"Financial services",Active,,31/03/2025,
F1070,"Regional Education Finance Fund for Africa","Bayport Botswana",C8603,"Southern Africa",Botswana,"Financial services",Exited,,08/06/2021,31/03/2023
F1070,"Regional Education Finance Fund for Africa","Bayport Ghana",C8604,"West Africa",Ghana,"Financial services",Exited,,20/07/2018,30/09/2024
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Bayport Ghana",C8604,"West Africa",Ghana,"Financial services",Active,,30/06/2023,
F660,"Helios Investors II","Bayport Management Limited",C2438,"East Africa",Mauritius,"Financial services",Active,,01/12/2013,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Bayport Management Limited",C2438,"East Africa",Mauritius,"Financial services",Exited,,30/09/2017,31/12/2022
F1070,"Regional Education Finance Fund for Africa","Bayport Management Limited",C2438,"East Africa",Mauritius,"Financial services",Active,,31/12/2022,
F1070,"Regional Education Finance Fund for Africa","Bayport Tanzania",C7916,"East Africa",Tanzania,"Financial services",Active,,31/03/2021,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Bayport Tanzania",C7916,"East Africa",Tanzania,"Financial services",Active,,09/07/2021,
F1070,"Regional Education Finance Fund for Africa","Bayport Tanzania",C7916,"East Africa",Tanzania,"Financial services",Exited,,30/06/2022,31/12/2022
F2123,"SUSI Asia Energy Transition Fund","BayWa r.e",C9128,"Rest of the World",Vietnam,Infrastructure,Active,Renewable,26/10/2023,
F2264,"Amethis MENA Fund II",BBI,C9520,"North Africa",Egypt,"Technology and telecoms",Active,,22/01/2024,
F524,"Energy Access Ventures Fund","Bboxx Africa Ltd.",C3630,"Africa, West Africa","Cote d'Ivoire, Ghana, Senegal, West Africa",Infrastructure,Active,Renewable,16/06/2016,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","Bboxx Africa Ltd.",C3630,"Africa, West Africa","Cote d'Ivoire, Ghana, Senegal, West Africa",Infrastructure,Active,Renewable,30/09/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Bboxx Capital Kenya Limited",X0013,"East Africa",Kenya,Infrastructure,Active,,14/07/2022,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Bboxx PEG Africa Holdco Ltd",X0014,"West Africa",Senegal,Infrastructure,Active,,28/11/2022,
F139,"Africa Renewable Energy Fund","BE Ghana",C5655,"West Africa",Ghana,Infrastructure,Exited,,31/03/2018,31/12/2022
F139,"Africa Renewable Energy Fund","BE Uganda",C3351,"East Africa",Uganda,Infrastructure,Active,Renewable,31/12/2016,
F2280,"Partech Africa II","Beacon Power Services Corp",C9772,"West Africa",Ghana,Infrastructure,Active,,30/09/2024,
F1701,"Healthquad Fund II",BeatO,C8619,"South Asia",India,Health,Active,,31/12/2022,
F2046,"Africa Renewable Energy Fund II","BECS C&I",C8641,"East Africa",Kenya,"Food and agriculture",Active,Renewable,31/12/2022,
F1172,"Stellaris Venture Partners II","Beep Innovations Private Limited",C7493,"South Asia",India,"Technology and telecoms",Active,,09/09/2021,
F2278,"India Quotient Fund IV","Behtar Technologies Pvt. Ltd",C9621,"South Asia",India,"Technology and telecoms",Active,,31/03/2024,
F1951,"Synergy Private Equity Fund II","Bell Oil and Gas",C6151,"West Africa",Nigeria,"Business and consumer services",Exited,"Fossil Fuel",07/05/2019,04/12/2024
F708,"India Agri business Fund Ltd","Beloor Bayir Biotech Ltd",C2449,"South Asia",India,Health,Active,,31/03/2014,
F351,"Capital Alliance Private Equity IV (CAPE IV)","Beloxxi Industries Limited",C2450,"West Africa",Nigeria,"Food and agriculture",Active,,01/08/2016,
F52,"8 Miles","Beloxxi Industries Limited",C2450,"West Africa",Nigeria,"Food and agriculture",Exited,,15/08/2016,16/10/2024
F1971,"SCB Funded Risk Participation - Sierra Leone","Benco Trading",C6067,"West Africa","Sierra Leone",Manufacturing,Exited,,01/01/2018,30/06/2021
F211,"Amicus Capital Partners Private Equity I","Berar Finance",C6613,"South Asia",India,"Financial services",Active,,20/02/2020,
F2046,"Africa Renewable Energy Fund II","Berkeley Energy Corporate Services",C8896,"East Africa",Kenya,"Business and consumer services",Exited,,14/03/2023,14/03/2023
F1938,"Amethis Fund II S.C.A SICAR","Best Health S.A.",C8663,"North Africa",Morocco,Health,Active,,23/12/2022,
F2194,"Unitary Fund","BestDoc Technology Private Limited",C7747,"South Asia",India,"Technology and telecoms",Active,,03/09/2020,
F1701,"Healthquad Fund II","Beta Drugs Limited",C9860,"South Asia",India,Health,Active,,31/12/2024,
F454,"CX Partners Fund II","Betterplace Safety Solutions Private Limited",C7384,"South Asia",India,"Technology and telecoms",Active,,30/09/2021,
F161,"African Infrastructure Investment Fund III","Beyond Energy Investments Ltd",C6066,Africa,Africa,"Financial services",Active,Renewable,15/11/2018,
F1593,"Pravega Ventures Fund I","Bharat Labs",C9886,"South Asia",India,Health,Active,,16/07/2024,
F812,"Kotak India Private Equity Fund III","Bharat Serums & Vaccines Limited",C2459,"South Asia",India,Health,Exited,,31/08/2016,30/06/2020
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Bidhaa Sasa Limited",X0015,"East Africa",Kenya,Infrastructure,Active,,29/10/2021,
F469,"DI Frontier Fund 2","Bihongora Hydropower Ltd",C6781,"East Africa",Rwanda,Infrastructure,Active,Renewable,30/06/2020,
F844,"Lighthouse India Fund III, Limited","Bikaji Foods",C7155,"South Asia",India,"Business and consumer services",Exited,,30/07/2021,30/09/2023
F2259,"Blume Ventures India Fund IV","Billion Hearts Software Technologies Private Limited",C10010,"South Asia",India,"Business and consumer services",Active,,25/11/2024,
F2067,"Helios Investors IV","BIM Stores Morocco",C7376,"North Africa",Morocco,"Business and consumer services",Active,,04/05/2021,
F2194,"Unitary Fund","Binocs Labs Private Limited (Binocs)",C8098,"South Asia",India,"Technology and telecoms",Active,,30/09/2022,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Bio-Innovations Company Ltd",X0016,"East Africa",Uganda,Infrastructure,Active,,21/09/2022,
F883,"Meridiam Infrastructure Africa Fund",Biokala,C6068,"West Africa","Cote d'Ivoire",Infrastructure,Active,,31/12/2018,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","BioLite Carbon SPV",C9812,"East Africa",Mauritius,Infrastructure,Active,,30/09/2024,
F150,"African Development Partners I","Biopharm SpA",C2464,"North Africa",Algeria,Health,Active,,01/03/2013,
F2443,"Mediterrania Capital IV (MCP IV)","Biopharm SpA",C2464,"North Africa",Algeria,Health,Active,,30/06/2024,
F978,"Omnivore Partners India Fund 2","Bioprime Agrisolutions Private Limited",C7905,"South Asia",India,"Food and agriculture",Active,,20/12/2021,
F2242,"Omnivore Agritech & Climate Sustainability Fund III","Bioprime Agrisolutions Private Limited",C7905,"South Asia",India,"Food and agriculture",Active,,30/09/2024,
F52,"8 Miles","Biyinzika Poultry International Limited",C2471,"East Africa",Uganda,"Food and agriculture",Exited,,01/05/2014,31/12/2023
F1985,"Stellaris Venture Partners India I","Bizcon Fintech Labs Private Limited (Credflow)",C7253,"South Asia",India,"Financial services",Active,,05/04/2021,
F2278,"India Quotient Fund IV",Bizup,C9891,"South Asia",India,"Technology and telecoms",Active,,27/11/2024,
F2240,"Norrsken22 Fund (D) AB","Bless App",C10030,"Southern Africa","South Africa","Financial services",Active,,31/03/2025,
F1115,"Seedfund2 International","Bliss Inns Private Limited (V Resorts)",C2472,"South Asia",India,"Business and consumer services",Active,,31/12/2013,
F2278,"India Quotient Fund IV",Blitz,C9466,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F2070,"Chiratae Ventures International Fund IV","Blitzscale Technology Solutions Private Limited (Wmall)",C6782,"South Asia",India,"Technology and telecoms",Active,,13/12/2019,
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.","Blnk B.V.",C7941,"North Africa",Egypt,"Financial services",Active,,28/02/2022,
F2279,"Algebra Ventures II Coöperatief U.A.","Blnk B.V.",C7941,"North Africa",Egypt,"Financial services",Active,,31/12/2023,
F2126,"Ventures Platform Fund IV",Bloc,C8666,Africa,Africa,"Technology and telecoms",Active,,01/01/2022,
F1172,"Stellaris Venture Partners II","Blubble Private Limited (Turno)",C8039,"South Asia",India,"Technology and telecoms",Active,,15/02/2022,
F52,"8 Miles","Blue Skies Holdings Limited",C2475,"West Africa",Ghana,"Business and consumer services",Exited,,01/02/2017,30/09/2023
F1985,"Stellaris Venture Partners India I","Bluebear Technology Private Limited",C6201,"South Asia",India,"Technology and telecoms",Active,,23/04/2019,
F2483,"Revego Africa Energy Fund",Bokpoort,C9939,"Southern Africa","South Africa",Infrastructure,Active,,05/10/2023,
F2062,"3one4 Capital - Fund III","Bombinate Technologies",C7647,"South Asia",India,"Technology and telecoms",Exited,,31/03/2021,31/03/2025
F553,"Faering Capital Fund III",BookMyForex,C5582,"South Asia",India,Manufacturing,Active,,01/02/2016,
F2062,"3one4 Capital - Fund III","Boond Tech Pvt Ltd (Go Paani)",C7830,"South Asia",India,"Technology and telecoms",Active,,31/12/2021,
F759,"Insitor Impact Asia Fund Private Limited","Boost Capital Private Limited (Wild Card)",C6202,"Rest of the World",Cambodia,"Technology and telecoms",Active,,01/05/2019,
F1701,"Healthquad Fund II","Boston Ivy Healthcare Solutions Private Limited",C6775,"South Asia",India,Health,Active,,01/04/2022,
F844,"Lighthouse India Fund III, Limited","Boston Ivy Healthcare Solutions Private Limited",C6775,"South Asia",India,Health,Active,,01/04/2022,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","BRAC Tanzania",C8561,"East Africa",Tanzania,"Financial services",Active,,02/05/2022,
F2070,"Chiratae Ventures International Fund IV","Brainbees Solutions (Firstcry)",C7038,"Asia, South Asia","India, South Asia","Business and consumer services",Active,,31/03/2021,
F2278,"India Quotient Fund IV",Brands.Live,C9475,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.",Brantu,C6823,"North Africa",Egypt,"Technology and telecoms",Exited,,01/06/2020,31/03/2025
F2125,"Endure Capital 21 C.V.",Breadfast,C7724,"North Africa",Egypt,"Business and consumer services",Exited,,31/01/2022,31/12/2022
F2426,"African Rivers Fund IV","BricoKin SARL",C9716,"Central Africa","Democratic Republic of Congo",Manufacturing,Active,,30/06/2024,
F2125,"Endure Capital 21 C.V.",Brimore,C7725,"North Africa",Egypt,"Technology and telecoms",Active,,31/01/2022,
F172,"AfricInvest III","Britam Holdings",C5902,Africa,Africa,"Financial services",Active,,01/04/2018,
F374,"Catalyst Fund II LP","Britania Foods Limited",C5629,"East Africa",Kenya,"Food and agriculture",Exited,,31/12/2016,30/06/2022
F1987,"Metier Sustainable Capital II",Broadreach,C6783,Africa,"Southern Africa",Infrastructure,Active,Renewable,30/06/2020,
F1971,"SCB Funded Risk Participation - Sierra Leone","BSB International",C6069,"West Africa","Sierra Leone","Business and consumer services",Exited,,01/01/2018,30/06/2021
F269,"Aureos South Asia Fund (Holdings) LLC","BSR Super Speciality Hospital Ltd",C2499,"South Asia",India,Health,Active,,24/11/2010,
F139,"Africa Renewable Energy Fund","Bugoye Hydro Limited",C2502,"East Africa",Uganda,Infrastructure,Active,Renewable,30/09/2015,
F1271,"Ventureast Proactive Fund LLC","Building Control Solutions Pvt Ltd",C2503,"South Asia",India,Manufacturing,Active,,31/12/2010,
F469,"DI Frontier Fund 2","Bukwo HPP Ltd",C6204,"East Africa",Uganda,Infrastructure,Active,,30/06/2019,
F2208,"African Infrastructure Investment Fund IV","Bulkstream Logistics",C9923,"East Africa",Kenya,"Business and consumer services",Active,,31/12/2024,
F2431,"Wavemaker Impact Sub-Fund 1","BumiBaru Pte. Ltd.",C9442,"Rest of the World","Indonesia, Vietnam","Business and consumer services",Active,,31/12/2023,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","Burn Manufacturing Co. Ltd",C9813,"East Africa",Mauritius,Manufacturing,Active,,30/09/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Burn Manufacturing USA LLC-Loan II",X0018,"East Africa",Kenya,Infrastructure,Active,,26/07/2022,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Burn Manufacturing USA LLC, Kenya Br.",X0017,"East Africa",Kenya,Infrastructure,Active,,16/08/2021,
F883,"Meridiam Infrastructure Africa Fund","Bus Rapid Transit Dakar",C7895,"West Africa",Senegal,Infrastructure,Active,,01/12/2021,
F2076,"Insitor Impact Asia Fund 2","Butterfly Learnings",C8094,"South Asia",India,"Technology and telecoms",Active,,31/12/2022,
F589,"Frontier PE (Cayman) L.P.","Butterfly Marketing Ltd",C2508,"South Asia",Bangladesh,"Business and consumer services",Active,,01/07/2012,
F1985,"Stellaris Venture Partners India I","Buyerassist Io Inc",C7039,"South Asia",India,"Technology and telecoms",Active,,31/03/2021,
